Dependency Taxonomy,Configuration Parameter A,Configuration Parameter B,Class,Function
Value Relationship Dependency,dfs.replication,dfs.replication.max,org.apache.hadoop.hdfs.server.blockmanagement.BlockManager,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,boolean,org.apache.hadoop.conf.Configuration)>"
Value Relationship Dependency,dfs.namenode.maintenance.replication.min,dfs.replication,org.apache.hadoop.hdfs.server.blockmanagement.BlockManager,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,boolean,org.apache.hadoop.conf.Configuration)>"
Value Relationship Dependency,dfs.namenode.replication.min,dfs.replication,org.apache.hadoop.hdfs.server.blockmanagement.BlockManager,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,boolean,org.apache.hadoop.conf.Configuration)>"
Value Relationship Dependency,hadoop.security.dns.interface,hadoop.security.dns.nameserver,org.apache.hadoop.security.SecurityUtil,*
Value Relationship Dependency,dfs.namenode.heartbeat,dfs.namenode.stale.datanode.interval,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager,"<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: long getStaleIntervalFromConf(org.apache.hadoop.conf.Configuration,long)>"
Value Relationship Dependency,yarn.client.failover-sleep-base-ms,yarn.client.failover-sleep-max-ms,org.apache.hadoop.io.retry.RetryPolicies,"<org.apache.hadoop.io.retry.RetryPolicies: long calculateExponentialTime(long,int,long)>"
Value Relationship Dependency,hadoop.registry.zk.connection.timeout.ms,hadoop.registry.zk.session.timeout.ms,org.apache.curator.ConnectionState,<org.apache.curator.ConnectionState: void checkTimeouts()>
Value Relationship Dependency,yarn.nm.liveness-monitor.expiry-interval-ms,yarn.resourcemanager.nm-tokens.master-key-rolling-interval-secs,org.apache.hadoop.yarn.server.resourcemanager.security.NMTokenSecretManagerInRM,<org.apache.hadoop.yarn.server.resourcemanager.security.NMTokenSecretManagerInRM: void <init>(org.apache.hadoop.conf.Configuration)>
Value Relationship Dependency,dfs.namenode.checkpoint.check.period,dfs.namenode.checkpoint.period,org.apache.hadoop.hdfs.server.namenode.CheckpointConf,<org.apache.hadoop.hdfs.server.namenode.CheckpointConf: long getCheckPeriod()>
Value Relationship Dependency,yarn.nm.liveness-monitor.expiry-interval-ms,yarn.resourcemanager.nodemanagers.heartbeat-interval-ms,org.apache.hadoop.yarn.server.resourcemanager.ResourceManager,<org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: void validateConfigs(org.apache.hadoop.conf.Configuration)>
Value Relationship Dependency,file.bytes-per-checksum,file.stream-buffer-size,org.apache.hadoop.fs.ChecksumFileSystem,"<org.apache.hadoop.fs.ChecksumFileSystem: int getSumBufferSize(int,int)>"
Value Relationship Dependency,yarn.resourcemanager.delegation.token.max-lifetime,yarn.resourcemanager.delegation.token.renew-interval,org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager,"<org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager: long renewToken(org.apache.hadoop.security.token.Token,java.lang.String)>"
Value Relationship Dependency,yarn.resourcemanager.connect.max-wait.ms,yarn.resourcemanager.connect.retry-interval.ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Value Relationship Dependency,dfs.namenode.heartbeat.recheck-interval,dfs.namenode.stale.datanode.interval,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager,"<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: long getStaleIntervalFromConf(org.apache.hadoop.conf.Configuration,long)>"
Value Relationship Dependency,yarn.timeline-service.client.fd-retain-secs,yarn.timeline-service.client.internal-timers-ttl-secs,org.apache.hadoop.yarn.client.api.impl.FileSystemTimelineWriter$LogFDsCache,"<org.apache.hadoop.yarn.client.api.impl.FileSystemTimelineWriter$LogFDsCache: void <init>(long,long,long,long)>"
Value Relationship Dependency,yarn.nm.liveness-monitor.expiry-interval-ms,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs,org.apache.hadoop.yarn.server.resourcemanager.security.RMContainerTokenSecretManager,<org.apache.hadoop.yarn.server.resourcemanager.security.RMContainerTokenSecretManager: void <init>(org.apache.hadoop.conf.Configuration)>
Value Relationship Dependency,yarn.resourcemanager.nm-container-queuing.min-queue-length,yarn.resourcemanager.nm-container-queuing.queue-limit-stdev,org.apache.hadoop.yarn.server.resourcemanager.scheduler.distributed.QueueLimitCalculator,<org.apache.hadoop.yarn.server.resourcemanager.scheduler.distributed.QueueLimitCalculator: int getThreshold()>
Value Relationship Dependency,yarn.nodemanager.disk-health-checker.disk-utilization-watermark-low-per-disk-percentage,yarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage,org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService$MonitoringTimerTask,"<org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService$MonitoringTimerTask: void <init>(org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService,org.apache.hadoop.conf.Configuration)>"
Value Relationship Dependency,minSessionTimeout,tickTime,org.apache.zookeeper.server.quorum.QuorumPeerConfig,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void parseProperties(java.util.Properties)>
Value Relationship Dependency,maxSessionTimeout,minSessionTimeout,org.apache.zookeeper.server.quorum.QuorumPeerConfig,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void parseProperties(java.util.Properties)>
Value Relationship Dependency,dfs.blockreport.initialDelay,dfs.blockreport.intervalMsec,org.apache.hadoop.hdfs.server.datanode.DNConf,<org.apache.hadoop.hdfs.server.datanode.DNConf: void <init>(org.apache.hadoop.conf.Configurable)>
Value Relationship Dependency,yarn.nodemanager.resource.memory-mb,yarn.scheduler.minimum-allocation-mb,org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerUtils,"<org.apache.hadoop.yarn.util.resource.Resources: org.apache.hadoop.yarn.api.records.Resource normalize(org.apache.hadoop.yarn.util.resource.ResourceCalculator,org.apache.hadoop.yarn.api.records.Resource,org.apache.hadoop.yarn.api.records.Resource,org.apache.hadoop.yarn.api.records.Resource,org.apache.hadoop.yarn.api.records.Resource)>"
Value Relationship Dependency,yarn.nodemanager.resource.cpu-vcores,yarn.scheduler.minimum-allocation-vcores,org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerUtils,"<org.apache.hadoop.yarn.util.resource.Resources: org.apache.hadoop.yarn.api.records.Resource normalize(org.apache.hadoop.yarn.util.resource.ResourceCalculator,org.apache.hadoop.yarn.api.records.Resource,org.apache.hadoop.yarn.api.records.Resource,org.apache.hadoop.yarn.api.records.Resource,org.apache.hadoop.yarn.api.records.Resource)>"
Overwrite,yarn.resourcemanager.ha.id,yarn.resourcemanager.ha.rm-ids,org.apache.hadoop.yarn.util.RMHAUtils,<org.apache.hadoop.yarn.util.RMHAUtils: java.lang.String findActiveRMHAId(org.apache.hadoop.yarn.conf.YarnConfiguration)>
Overwrite,dfs.client.failover.connection.retries,ipc.client.connect.max.retries,org.apache.hadoop.hdfs.server.namenode.ha.AbstractNNFailoverProxyProvider,"<org.apache.hadoop.hdfs.server.namenode.ha.AbstractNNFailoverProxyProvider: void <init>(org.apache.hadoop.conf.Configuration,java.net.URI,java.lang.Class,org.apache.hadoop.hdfs.server.namenode.ha.HAProxyFactory)>"
Overwrite,dfs.client.failover.connection.retries.on.timeouts,ipc.client.connect.max.retries.on.timeouts,org.apache.hadoop.hdfs.server.namenode.ha.AbstractNNFailoverProxyProvider,"<org.apache.hadoop.hdfs.server.namenode.ha.AbstractNNFailoverProxyProvider: void <init>(org.apache.hadoop.conf.Configuration,java.net.URI,java.lang.Class,org.apache.hadoop.hdfs.server.namenode.ha.HAProxyFactory)>"
Default Value Dependency,hbase.client.pause,hbase.client.pause.cqtbe,org.apache.hadoop.hbase.client.AsyncProcess,"<org.apache.hadoop.hbase.client.AsyncProcess: void <init>(org.apache.hadoop.hbase.client.ClusterConnection,org.apache.hadoop.conf.Configuration,org.apache.hadoop.hbase.client.RpcRetryingCallerFactory,org.apache.hadoop.hbase.ipc.RpcControllerFactory)>"
Default Value Dependency,hbase.hstore.compaction.min,hbase.hstore.compactionThreshold,org.apache.hadoop.hbase.regionserver.compactions.CompactionConfiguration,"<org.apache.hadoop.hbase.regionserver.compactions.CompactionConfiguration: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hbase.regionserver.StoreConfigInformation)>"
Default Value Dependency,hbase.hstore.compaction.max,hbase.regionserver.thread.compaction.throttle,org.apache.hadoop.hbase.regionserver.compactions.CompactionConfiguration,"<org.apache.hadoop.hbase.regionserver.compactions.CompactionConfiguration: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hbase.regionserver.StoreConfigInformation)>"
Default Value Dependency,dfs.blocksize,dfs.client.read.prefetch.size,org.apache.hadoop.hdfs.DFSClient$Conf,<org.apache.hadoop.hdfs.DFSClient$Conf: void <init>(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,dfs.internal.nameservices,dfs.nameservices,org.apache.hadoop.hdfs.DFSUtil,<org.apache.hadoop.hdfs.DFSUtil: java.util.Collection getInternalNameServices(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,dfs.namenode.edits.dir,dfs.namenode.name.dir,org.apache.hadoop.hdfs.server.namenode.FSNamesystem,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: java.util.List getNamespaceEditsDirs(org.apache.hadoop.conf.Configuration,boolean)>"
Default Value Dependency,yarn.fail-fast,yarn.resourcemanager.fail-fast,org.apache.hadoop.yarn.conf.YarnConfiguration,<org.apache.hadoop.yarn.conf.YarnConfiguration: boolean shouldRMFailFast(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,dfs.secondary.namenode.keytab.file,dfs.web.authentication.kerberos.keytab,org.apache.hadoop.hdfs.DFSUtil,"<org.apache.hadoop.hdfs.DFSUtil: java.lang.String getSpnegoKeytabKey(org.apache.hadoop.conf.Configuration,java.lang.String)>"
Default Value Dependency,dfs.namenode.keytab.file,dfs.web.authentication.kerberos.keytab,org.apache.hadoop.hdfs.DFSUtil,"<org.apache.hadoop.hdfs.DFSUtil: java.lang.String getSpnegoKeytabKey(org.apache.hadoop.conf.Configuration,java.lang.String)>"
Default Value Dependency,dfs.journalnode.keytab.file,dfs.web.authentication.kerberos.keytab,org.apache.hadoop.hdfs.DFSUtil,"<org.apache.hadoop.hdfs.DFSUtil: java.lang.String getSpnegoKeytabKey(org.apache.hadoop.conf.Configuration,java.lang.String)>"
Default Value Dependency,mapreduce.task.profile.params,mapreduce.task.profile.reduce.params,org.apache.hadoop.mapred.MapReduceChildJVM,"<org.apache.hadoop.mapred.MapReduceChildJVM: java.util.List getVMCommand(java.net.InetSocketAddress,org.apache.hadoop.mapred.Task,org.apache.hadoop.mapred.JVMId)>"
Default Value Dependency,mapreduce.task.profile.map.params,mapreduce.task.profile.params,org.apache.hadoop.mapred.MapReduceChildJVM,"<org.apache.hadoop.mapred.MapReduceChildJVM: java.util.List getVMCommand(java.net.InetSocketAddress,org.apache.hadoop.mapred.Task,org.apache.hadoop.mapred.JVMId)>"
Default Value Dependency,hadoop.security.group.mapping.ldap.base,hadoop.security.group.mapping.ldap.userbase,org.apache.hadoop.security.LdapGroupsMapping,<org.apache.hadoop.security.LdapGroupsMapping: void setConf(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,hadoop.security.group.mapping.ldap.base,hadoop.security.group.mapping.ldap.groupbase,org.apache.hadoop.security.LdapGroupsMapping,<org.apache.hadoop.security.LdapGroupsMapping: void setConf(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,yarn.client.failover-max-attempts,yarn.client.failover-sleep-base-ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Default Value Dependency,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource.pcores-vcores-multiplier,org.apache.hadoop.yarn.server.nodemanager.util.NodeManagerHardwareUtils,"<org.apache.hadoop.yarn.server.nodemanager.util.NodeManagerHardwareUtils: int getVCoresInternal(org.apache.hadoop.yarn.util.ResourceCalculatorPlugin,org.apache.hadoop.conf.Configuration)>"
Default Value Dependency,yarn.nodemanager.bind-host,yarn.nodemanager.webapp.https.address,org.apache.hadoop.yarn.server.nodemanager.webapp.WebServer,<org.apache.hadoop.yarn.server.nodemanager.webapp.WebServer: void serviceStart()>
Default Value Dependency,yarn.nodemanager.disk-health-checker.disk-utilization-watermark-low-per-disk-percentage,yarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage,org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService$MonitoringTimerTask,"<org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService$MonitoringTimerTask: void <init>(org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService,org.apache.hadoop.conf.Configuration)>"
Default Value Dependency,yarn.nodemanager.container-monitor.interval-ms,yarn.nodemanager.resource-monitor.interval-ms,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,<org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: void serviceInit(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,yarn.resourcemanager.bind-host,yarn.resourcemanager.webapp.address,org.apache.hadoop.yarn.server.resourcemanager.ResourceManager,<org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: void serviceInit(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,yarn.nodemanager.resourcemanager.connect.max-wait.ms,yarn.resourcemanager.connect.max-wait.ms,org.apache.hadoop.yarn.server.api.ServerRMProxy,"<org.apache.hadoop.yarn.server.api.ServerRMProxy: java.lang.Object createRMProxy(org.apache.hadoop.conf.Configuration,java.lang.Class)>"
Default Value Dependency,yarn.nodemanager.resourcemanager.connect.retry-interval.ms,yarn.resourcemanager.connect.retry-interval.ms,org.apache.hadoop.yarn.server.api.ServerRMProxy,"<org.apache.hadoop.yarn.server.api.ServerRMProxy: java.lang.Object createRMProxy(org.apache.hadoop.conf.Configuration,java.lang.Class)>"
Default Value Dependency,yarn.timeline-service.bind-host,yarn.timeline-service.webapp.https.address,org.apache.hadoop.yarn.server.applicationhistoryservice.ApplicationHistoryServer,<org.apache.hadoop.yarn.server.applicationhistoryservice.ApplicationHistoryServer: void startWebApp()>
Default Value Dependency,yarn.client.failover-sleep-base-ms,yarn.resourcemanager.connect.retry-interval.ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Default Value Dependency,yarn.client.failover-sleep-max-ms,yarn.resourcemanager.connect.retry-interval.ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Default Value Dependency,yarn.client.failover-max-attempts,yarn.resourcemanager.connect.max-wait.ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Default Value Dependency,yarn.nodemanager.container-monitor.resource-calculator.class,yarn.nodemanager.resource-calculator.class,org.apache.hadoop.yarn.util.ResourceCalculatorPlugin,<org.apache.hadoop.yarn.util.ResourceCalculatorPlugin: org.apache.hadoop.yarn.util.ResourceCalculatorPlugin getContainersMonitorPlugin(org.apache.hadoop.conf.Configuration)>
Default Value Dependency,minSessionTimeout,tickTime,org.apache.zookeeper.server.quorum.QuorumPeerConfig,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void parseProperties(java.util.Properties)>
Default Value Dependency,maxSessionTimeout,tickTime,org.apache.zookeeper.server.quorum.QuorumPeerConfig,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void parseProperties(java.util.Properties)>
Default Value Dependency,dfs.datanode.lifeline.interval.seconds,dfs.heartbeat.interval,org.apache.hadoop.hdfs.server.datanode.DNConf,<org.apache.hadoop.hdfs.server.datanode.DNConf: void <init>(org.apache.hadoop.conf.Configurable)>
Default Value Dependency,dfs.namenode.replication.min,dfs.namenode.safemode.replication.min,org.apache.hadoop.hdfs.server.blockmanagement.BlockManagerSafeMode,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManagerSafeMode: void <init>(org.apache.hadoop.hdfs.server.blockmanagement.BlockManager,org.apache.hadoop.hdfs.server.namenode.Namesystem,boolean,org.apache.hadoop.conf.Configuration)>"
Default Value Dependency,dfs.web.authentication.kerberos.keytab,nfs.keytab.file,org.apache.hadoop.hdfs.DFSUtil,"<org.apache.hadoop.hdfs.DFSUtil: java.lang.String getSpnegoKeytabKey(org.apache.hadoop.conf.Configuration,java.lang.String)>"
Default Value Dependency,yarn.resourcemanager.admin.address,yarn.resourcemanager.hostname,*,*
Default Value Dependency,yarn.timeline-service.hostname,yarn.timeline-service.webapp.address,*,*
Default Value Dependency,yarn.timeline-service.address,yarn.timeline-service.hostname,*,*
Default Value Dependency,yarn.timeline-service.hostname,yarn.timeline-service.webapp.https.address,*,*
Default Value Dependency,yarn.resourcemanager.max-completed-applications,yarn.resourcemanager.state-store.max-completed-applications,*,*
Default Value Dependency,yarn.nodemanager.hostname,yarn.nodemanager.localizer.address,*,*
Default Value Dependency,yarn.nodemanager.hostname,yarn.nodemanager.webapp.address,*,*
Default Value Dependency,yarn.nodemanager.address,yarn.nodemanager.hostname,*,*
Default Value Dependency,yarn.resourcemanager.address,yarn.resourcemanager.hostname,*,*
Default Value Dependency,yarn.nodemanager.collector-service.address,yarn.nodemanager.hostname,*,*
Default Value Dependency,yarn.resourcemanager.hostname,yarn.resourcemanager.webapp.address,*,*
Default Value Dependency,yarn.resourcemanager.hostname,yarn.resourcemanager.resource-tracker.address,*,*
Default Value Dependency,yarn.resourcemanager.hostname,yarn.resourcemanager.scheduler.address,*,*
Default Value Dependency,yarn.resourcemanager.hostname,yarn.resourcemanager.webapp.https.address,*,*
Default Value Dependency,dfs.namenode.kerberos.internal.spnego.principal,dfs.web.authentication.kerberos.principal,*,*
Default Value Dependency,dfs.namenode.checkpoint.dir,dfs.namenode.checkpoint.edits.dir,*,*
Default Value Dependency,dfs.journalnode.kerberos.internal.spnego.principal,dfs.web.authentication.kerberos.keytab,*,*
Default Value Dependency,alluxio.conf.dir,alluxio.underfs.hdfs.configuration,*,*
Default Value Dependency,alluxio.master.mount.table.root.ufs,alluxio.underfs.address,*,*
Default Value Dependency,alluxio.conf.dir,alluxio.site.conf.dir,*,*
Default Value Dependency,alluxio.conf.dir,alluxio.home,*,*
Default Value Dependency,alluxio.conf.dir,alluxio.metrics.conf.file,*,*
Default Value Dependency,alluxio.home,alluxio.work.dir,*,*
Default Value Dependency,alluxio.logserver.logs.dir,alluxio.work.dir,*,*
Default Value Dependency,alluxio.master.journal.folder,alluxio.work.dir,*,*
Default Value Dependency,alluxio.logs.dir,alluxio.work.dir,*,*
Default Value Dependency,alluxio.underfs.address,alluxio.work.dir,*,*
Default Value Dependency,alluxio.extensions.dir,alluxio.home,*,*
Default Value Dependency,alluxio.logs.dir,alluxio.master.lineage.recompute.log.path,*,*
Default Value Dependency,hbase.dynamic.jars.dir,hbase.rootdir,*,*
Default Value Dependency,hbase.rootdir,hbase.tmp.dir,*,*
Default Value Dependency,hbase.tmp.dir,hbase.zookeeper.property.dataDir,*,*
Default Value Dependency,hbase.local.dir,hbase.tmp.dir,*,*
Default Value Dependency,spark.pyspark.driver.python,spark.pyspark.python,*,*
Default Value Dependency,spark.network.timeout,spark.rpc.asktimeout,*,*
Default Value Dependency,spark.network.timeout,spark.rpc.lookuptimeout,*,*
Default Value Dependency,spark.executor.memory,spark.executor.memoryoverhead,*,*
Default Value Dependency,spark.driver.bindaddress,spark.driver.host,*,*
Default Value Dependency,spark.driver.memory,spark.driver.memoryoverhead,*,*
Behavior Dependency,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxmaps,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxreduces,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxmaps,mapreduce.job.ubertask.maxreduces,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxbytes,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxbytes,mapreduce.job.ubertask.maxmaps,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxbytes,mapreduce.job.ubertask.maxreduces,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.enable,mapreduce.map.memory.mb,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxmaps,mapreduce.map.memory.mb,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxreduces,mapreduce.map.memory.mb,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxbytes,mapreduce.map.memory.mb,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.enable,mapreduce.map.cpu.vcores,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxmaps,mapreduce.map.cpu.vcores,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxreduces,mapreduce.map.cpu.vcores,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.job.ubertask.maxbytes,mapreduce.map.cpu.vcores,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.map.cpu.vcores,mapreduce.map.memory.mb,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,<org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: void makeUberDecision(long)>
Behavior Dependency,mapreduce.map.sort.spill.percent,mapreduce.task.io.sort.mb,org.apache.hadoop.mapred.MapTask$MapOutputBuffer,<org.apache.hadoop.mapred.MapTask$MapOutputBuffer: void init(org.apache.hadoop.mapred.MapOutputCollector$Context)>
Behavior Dependency,mapreduce.map.skip.maxrecords,mapreduce.map.skip.proc-count.auto-incr,org.apache.hadoop.mapred.lib.MultithreadedMapRunner,<org.apache.hadoop.mapred.lib.MultithreadedMapRunner: void configure(org.apache.hadoop.mapred.JobConf)>
Behavior Dependency,mapreduce.reduce.skip.maxgroups,mapreduce.reduce.skip.proc-count.auto-incr,org.apache.hadoop.mapred.ReduceTask,"<org.apache.hadoop.mapred.ReduceTask: void runOldReducer(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.mapred.TaskUmbilicalProtocol,org.apache.hadoop.mapred.Task$TaskReporter,org.apache.hadoop.mapred.RawKeyValueIterator,org.apache.hadoop.io.RawComparator,java.lang.Class,java.lang.Class)>"
Behavior Dependency,mapreduce.job.cache.limit.max-resources,mapreduce.job.cache.limit.max-resources-mb,org.apache.hadoop.mapreduce.JobResourceUploader$LimitChecker,<org.apache.hadoop.mapreduce.JobResourceUploader$LimitChecker: boolean hasLimits()>
Behavior Dependency,yarn.app.mapreduce.am.container.log.backups,yarn.app.mapreduce.am.container.log.limit.kb,org.apache.hadoop.mapreduce.v2.util.MRApps,"<org.apache.hadoop.mapreduce.v2.util.MRApps: void addLog4jSystemProperties(org.apache.hadoop.mapred.Task,java.util.List,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,yarn.app.mapreduce.shuffle.log.backups,yarn.app.mapreduce.shuffle.log.limit.kb,org.apache.hadoop.mapreduce.v2.util.MRApps,"<org.apache.hadoop.mapreduce.v2.util.MRApps: void addLog4jSystemProperties(org.apache.hadoop.mapred.Task,java.util.List,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,mapreduce.job.reduces,mapreduce.task.io.sort.mb,org.apache.hadoop.mapred.MapTask$MapOutputBuffer,<org.apache.hadoop.mapred.MapTask$MapOutputBuffer: void sortAndSpill()>
Behavior Dependency,hbase.zookeeper.peerport,hbase.zookeeper.quorum,org.apache.hadoop.hbase.zookeeper.ZKConfig,<org.apache.hadoop.hbase.zookeeper.ZKConfig: java.util.Properties makeZKPropsFromHbaseConfig(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,hbase.mob.cache.evict.remain.ratio,hbase.mob.file.cache.size,org.apache.hadoop.hbase.mob.MobFileCache,<org.apache.hadoop.hbase.mob.MobFileCache: void evict()>
Behavior Dependency,hbase.hstore.blockingStoreFiles,hbase.hstore.compaction.min,org.apache.hadoop.hbase.regionserver.DefaultStoreFileManager,<org.apache.hadoop.hbase.regionserver.DefaultStoreFileManager: double getCompactionPressure()>
Behavior Dependency,hbase.client.scanner.timeout.period,hbase.rpc.timeout,org.apache.hadoop.hbase.regionserver.RSRpcServices,"<org.apache.hadoop.hbase.regionserver.RSRpcServices: long getTimeLimit(org.apache.hadoop.hbase.ipc.HBaseRpcController,boolean)>"
Behavior Dependency,hbase.mob.compaction.batch.size,hbase.mob.delfile.max.count,org.apache.hadoop.hbase.mob.compactions.PartitionedMobCompactor,"<org.apache.hadoop.hbase.mob.compactions.PartitionedMobCompactor: java.util.List compactDelFiles(org.apache.hadoop.hbase.mob.compactions.PartitionedMobCompactionRequest,java.util.List)>"
Behavior Dependency,hbase.coprocessor.enabled,hbase.coprocessor.user.enabled,org.apache.hadoop.hbase.regionserver.RegionServerCoprocessorHost,"<org.apache.hadoop.hbase.regionserver.RegionServerCoprocessorHost: void <init>(org.apache.hadoop.hbase.regionserver.RegionServerServices,org.apache.hadoop.conf.Configuration)>"
